Base,"Schools should not sell junk food on campus, but ... ",,arg0 (actor),verb1,arg1 (Object),arg2,verb2,arg0,arg1,arg2,verb3,arg0,arg1,arg2,Primary Verb,arg0 (agent),arg1 (patient) ,arg2 (beneficiary),verb5,arg0,arg1,arg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they should stack the snack machines with just a few junk food and 98 % of the snacks should be healthy choices,modal modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,stack (should),they,the snack machines,with just a few junk food,be (should),-,98 % of the snacks,healthy choices,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they could stock vending machines with healthier food .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,stock (could),they,vending machines,with healthier food,vending,-,machines,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they should stock the cafeteria and machines with healthier snack options to provide food for the kids and generate income for the school .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,stock (should),they,the cafeteria and machines,with healthier snack options,provide,they,food,for the kids,generate,they,income,for the school,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but that will not stop the problem on its own .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,stop (will),that,the problem,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but should instead substitute healthier foods in the vending machines .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,substitute (should),Schools,healthier foods,in the vending machines,vending,machines,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I support it being available .,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,support,I,it being available,-,being,-,it,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but take into account student feedback on they types of healthy foods to include,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,take,Schools,student feedback on they types of healthy foods,into account,include,-,-,they types of healthy foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but it can take income for the school,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,take (can),it,income,for the school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if its taken away , kids will find a way to bring it back to campus .",modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,taken,-,its,-,find (will),kids,a way to bring it back to campus,-,bring,kids,it,back to campus,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they should teach how to incorporate small amount of these food into diet for enjoyment .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,teach (should),they,how to incorporate small amount of these food into diet for enjoyment,-,incorporate,-,small amount of these food,into diet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they should teach students accurate health information .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,teach (should),they,accurate health information,students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but should also teach nutrition,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,teach (should),Schools,nutrition,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but some people think students should be able to choose what they eat .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,some people,students should be able to choose what they eat,-,be (should),-,students,able to choose what they eat,choose,students,what they eat,-,eat,they,what,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but some people think the kids should be able to make their own choices .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,some people,the kids should be able to make their own choices,-,be (should),-,the kids,able to make their own choices,make,the kids,their own choices,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but some think students should be able to choose what they eat .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,some,students should be able to choose what they eat,-,be (should),-,students,able to choose what they eat,choose,students,what they eat,-,eat,they,what,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but some think that the students should have a choice about what they want to eat .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,some,that the students should have a choice about what they want to eat,-,have (should),the students,a choice about what they want to eat,-,want,they,to eat,-,eat,they,what,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I think if they are allowed to only buy it once in awhile it would be fine .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,I,if they are allowed to only buy it once in awhile it would be fine,-,are,-,-,-,allowed,-,to only buy it once in awhile,-,buy,they,it,-,be (would),-,it,fine,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I think that giving the kids healthy choices would be a great replacement .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,I,that giving the kids healthy choices would be a great replacement,-,giving,-,healthy choices,the kids,be (would),-,giving the kids healthy choices,a great replacement,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I think that we can still make money for the schools by allowing healthy snack options to be placed in vending machines .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,I,that we can still make money for the schools by allowing healthy snack options to be placed in vending machines,-,make (can),we,money,for the schools,allowing,we,healthy snack options to be placed in vending machines,-,be,-,-,-,placed,-,healthy snack options,in vending machines,vending,-,machines,-,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I think they should be able to bring from home if wanted .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,I,they should be able to bring from home if wanted,-,be (should),-,they,able to bring from home if wanted,bring,they,-,-,wanted,-,-,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I think they should sell other healthy snacks .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think,I,they should sell other healthy snacks,-,sell (should),they,other healthy snacks,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I do not think that schools will totally eliminate junk food on campus because it generates much needed money for them .,auxiliary modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think (do),I,that schools will totally eliminate junk food on campus because it generates much needed money for them,-,eliminate (will),schools,junk food on campus,-,generates,it,much needed money for them,-,needed,-,money,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I do think that sport drinks like gatorade should be available because of the athletes need them after work outs .,auxiliary modal modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think (do),I,that sport drinks like gatorade should be available because of the athletes need them after work outs,-,drinks,-,sport,-,be (should),-,sport drinks like gatorade,available,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I do n't think junk food should be banned as a whole from campus .,auxiliary modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,think (do),I,junk food should be banned as a whole from campus,-,be (should),-,-,-,banned,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they tried to give us a choice between food .,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,tried,they,to give us a choice between food,-,give,they,a choice between food,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but should try to maintain healthy eating habits and lifestyle for the student while they attend the school,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,try (should),Schools,to maintain healthy eating habits and lifestyle for the student while they attend the school,-,maintain,Schools,healthy eating habits and lifestyle for the student,-,eating,-,habits and lifestyle,-,attend,they,the school,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but should try to provide alternatives to junk food that can be sold on campus .,modal modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,try (should),Schools,to provide alternatives to junk food that can be sold on campus,-,provide,Schools,alternatives to junk food that can be sold on campus,-,be (can),-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I understand certain individuals and groups think children should have complete choice of either junk or good food .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,understand,I,certain individuals and groups think children should have complete choice of either junk or good food,-,think,certain individuals and groups,children should have complete choice of either junk or good food,-,have (should),children,complete choice of either junk or good food,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but I understand the argument that students should be able to chose what they eat .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,understand,I,the argument that students should be able to chose what they eat,-,be (should),-,students,able to chose what they eat,chose,students,what they eat,-,eat,they,what,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but maybe use them as a reward,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,use,Schools,them,as a reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if students want to bring in their own junk food lunches from home , the schools can not control this .",modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,want,students,to bring in their own junk food lunches from home,-,bring,students,their own junk food lunches,-,control (can),the schools,this,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if people want it it , they will still find a way to have it .",modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,want,people,it,-,find (will),they,a way to have it,-,have,they,it,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they might want to allow for a larger range of healthy snacks to be made available to students .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,want (might),they,to allow for a larger range of healthy snacks to be made available to students,-,allow,they,for a larger range of healthy snacks to be made available to students,-,be,-,-,-,made,-,available to students,-,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but student will always want a choice about what they can buy in the way of snacks .,modal modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,want (will),student,a choice about what they can buy in the way of snacks,-,buy (can),they,what,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if a student really wants junk food , they can make he more conscious decision to purchase their junk food at a local grocery store .",modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,wants,a student,junk food,-,make (can),they,he more conscious decision to purchase their junk food at a local grocery store,-,purchase,-,their junk food,-,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if there was a program to allow children the healthy and inherently more expensive food at a more affordable price , then that s a different story .",,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,was,-,a program to allow children the healthy and inherently more expensive food at a more affordable price,-,allow,a program,the healthy and inherently more expensive food at a more affordable price,children,s,-,that,a different story,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ","but if it were high school , it is up to the students what they choose to put in to their bodies",,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,were,-,it,high school,is,-,what they choose to put in to their bodies,up to the students,choose,they,to put in to their bodies,-,put,they,what,in to their bodies,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but Junk food 's companies wo n't like that .,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,wo,-,-,-,like,Junk food 's companies,that,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",butter wo n’t be healthy,,allow (should),Schools,junk food to be sold on campus butter,-,be,-,-,-,sold,-,junk food,-,wo,-,-,-,be,-,Schools should not allow junk food to be sold on campus butter,healthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but schools can work with their food service providers to offer healthy versions of students ' favorite foods .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,work (can),schools,to offer healthy versions of students ' favorite foods,-,offer,schools,healthy versions of students ' favorite foods,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but apples and fruit should .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but BUT HEALTHY SNACKS,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but DUST IN NOSE .,,allow (should),Schools,junk food to be sold on campus but DUST IN NOSE,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but educate kids about healthy eating,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but fruits,,allow (should),Schools,junk food to be sold on campus but fruits,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but healthier alternatives .,,allow (should),Schools,junk food to be sold on campus but healthier alternatives,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but if its a healthy junk food its okay,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but ITS NOT GOOD .,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but its not healthy,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but maybe a few things .,,allow (should),Schools,junk food to be sold on campus but maybe a few things,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but maybe on certain special occasions or at events .,,allow (should),Schools,junk food to be sold on campus but maybe on certain special occasions or at events,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but no way very students like that,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but only during certain speical days,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but SHOULD PROMOTE HEALTHY SNACKS,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but so good .,,allow (should),Schools,junk food to be sold on campus but so good,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but SOLD ON,,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they do,auxiliary,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they should options for teachers,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but they will anyway,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schools should not sell junk food on campus, ",but young people need guidance about their food decisions .,modal,allow (should),Schools,junk food to be sold on campus,-,be,-,-,-,sold,-,junk food,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
